p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,2.7923519637158902,2.0520228950867985,1.2062452749558783,51.156812339331616,0.5238095238095238,0.5238095238095238,0.5238095238095238,AAPL,"(0, 1, 0)",c
