Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04,15.536652,15.610239,15.678981,15.547723,15.615220,78541293
2010-01-05,15.468232,15.541497,15.637387,15.480475,15.620949,120638494
2010-01-06,15.078297,15.149715,15.588072,15.102393,15.588072,159744526
2010-01-07,14.727282,14.797037,15.193053,14.760922,15.178109,257533695
2010-01-08,14.923614,14.994298,15.024933,14.672753,14.744733,189680313
2010-01-11,14.901055,14.971633,15.055070,14.795543,15.055070,289597429
2010-01-12,14.637545,14.706875,14.898158,14.645107,14.885456,194859654
2010-01-13,14.553509,14.622441,14.654571,14.293923,14.358431,260838034
2010-01-14,14.621928,14.691184,14.799528,14.515841,14.542989,170239717
2010-01-15,14.377753,14.445853,14.783587,14.397036,14.778108,218194794
2010-01-19,14.566648,14.635642,14.705381,14.353450,14.475741,173315202
2010-01-20,14.387918,14.456065,14.594795,14.328543,14.594795,130515377
2010-01-21,14.451626,14.520075,14.615717,14.252827,14.531532,253253712
2010-01-22,13.634325,13.698903,14.211731,13.321567,14.059800,273035583
2010-01-25,13.386186,13.449588,13.695665,13.337757,13.613722,177458675
2010-01-26,13.446175,13.509862,13.688691,13.357184,13.399027,174873019
2010-01-27,13.438243,13.501892,13.640123,13.332775,13.481219,159170382
2010-01-28,13.244638,13.307371,13.623934,13.215465,13.561418,129648138
2010-01-29,13.136806,13.199027,13.474245,13.091181,13.411979,166240784
2010-02-01,13.213155,13.275739,13.345229,13.207993,13.315092,90369462
2010-02-02,13.166057,13.228417,13.324058,13.140994,13.324058,164462143
2010-02-03,13.406510,13.470011,13.501892,13.156436,13.167395,120413655
2010-02-04,13.058471,13.120322,13.399774,13.089936,13.374868,135614418
2010-02-05,13.170271,13.232651,13.287694,13.012725,13.160671,126713179
2010-02-08,13.224311,13.286947,13.499401,13.238628,13.262788,108175956
2010-02-09,13.297935,13.360920,13.487695,13.326798,13.438131,113206742
2010-02-10,13.248605,13.311356,13.394544,13.142987,13.301891,107380987
2010-02-11,13.296944,13.359924,13.461792,13.188068,13.283211,96761331
2010-02-12,13.215634,13.278230,13.378604,13.212975,13.274494,91529795
2010-02-16,13.418409,13.481966,13.552452,13.307620,13.371630,146723904
2010-02-17,13.341813,13.405005,13.534270,13.390061,13.499401,81492313
2010-02-18,13.466005,13.529787,13.574370,13.353448,13.388317,93826371
2010-02-19,13.405025,13.468517,13.549961,13.442116,13.462788,102506786
2010-02-22,13.455595,13.519326,13.636387,13.474494,13.632651,86105539
2010-02-23,13.263974,13.326798,13.539999,13.257557,13.524308,115334688
2010-02-24,13.174732,13.237134,13.410733,13.213224,13.299650,93412827
2010-02-25,13.049794,13.111604,13.162912,12.951455,13.128790,132864148
2010-02-26,13.058968,13.120820,13.244108,13.038130,13.136262,82279251
2010-03-01,13.204975,13.267520,13.282464,13.144232,13.180596,89851528
2010-03-02,13.412460,13.475989,13.590559,13.325303,13.337010,174925214
2010-03-03,13.518064,13.582091,13.651830,13.430908,13.508367,124039193
2010-03-04,13.747860,13.812976,13.851332,13.604009,13.611481,127829347
2010-03-05,13.986332,14.052577,14.138754,13.945230,13.981344,157074555
2010-03-08,13.943446,14.009489,14.076737,13.972876,14.066774,95813793
2010-03-09,13.886679,13.952453,14.063785,13.860547,13.943985,127540267
2010-03-10,14.289753,14.357435,14.408493,14.002764,14.041369,227043838
2010-03-11,14.406013,14.474247,14.600524,14.301395,14.302889,169966698
2010-03-12,14.366350,14.434396,14.652080,14.424932,14.648593,110548817
2010-03-15,13.960799,14.026924,14.183088,13.848094,14.114097,186853758
2010-03-16,14.010874,14.077235,14.157434,13.966650,13.993300,137774484
2010-03-17,14.019796,14.086201,14.232902,14.053574,14.154446,133362007
2010-03-18,14.040620,14.107123,14.157933,14.021444,14.065280,71354455
2010-03-19,13.881968,13.947721,14.146974,13.879974,13.947721,192486794
2010-03-22,13.819997,13.885454,14.118331,13.805255,13.850834,160792439
2010-03-23,13.609287,13.673747,13.905628,13.499401,13.873997,220876809
2010-03-24,13.815782,13.881220,13.943985,13.442116,13.586823,263592319
2010-03-25,13.953362,14.019452,14.246600,13.914346,13.923312,157825359
2010-03-26,13.948652,14.014719,14.131781,13.948219,14.078979,108252241
2010-03-29,13.942703,14.008742,14.065280,13.961917,14.022440,124645457
2010-03-30,14.048306,14.114844,14.137758,13.954694,14.018206,79412546
2010-03-31,14.058470,14.125056,14.190311,14.017708,14.073499,121686407
2010-04-01,14.100114,14.166899,14.282715,14.085952,14.230411,84423257
2010-04-05,14.154898,14.221943,14.318331,14.171880,14.219203,76345092
2010-04-06,14.085737,14.152453,14.218954,14.082216,14.183337,82712870
2010-04-07,13.969724,14.035890,14.165654,13.994047,14.129539,103626969
2010-04-08,14.067640,14.134271,14.193051,13.948966,14.030411,78191988
2010-04-09,14.036159,14.102640,14.166152,14.047347,14.134271,82572346
2010-04-12,14.197535,14.264782,14.296414,14.102640,14.130784,94448695
2010-04-13,14.545577,14.614471,14.667024,14.224931,14.259801,157078570
2010-04-14,14.600857,14.670013,14.753201,14.545729,14.696414,136618166
2010-04-15,14.757029,14.826925,14.890188,14.652329,14.748967,271485795
2010-04-16,13.637794,13.702390,14.167148,13.689439,14.022440,491254466
2010-04-19,13.636556,13.701145,13.798032,13.574121,13.667521,156343827
2010-04-20,13.759015,13.824184,13.939252,13.725055,13.802515,119542401
2010-04-21,13.740670,13.805753,13.953947,13.752452,13.859551,96018557
2010-04-22,13.561197,13.625429,13.760921,13.533025,13.748467,131719875
2010-04-23,13.509883,13.573872,13.681718,13.506126,13.630161,83889263
