ticker,pearson_corr,n_points
AAPL,0.3779658609920288,1551
TSLA,0.21142498903205906,1501
XOM,0.3358043577197868,1551
SPY,0.58039774848624,1551
JNJ,0.5587777135544628,1551
AMD,0.3201732065624961,1551
PG,0.565374721014146,1551
