p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,3.8291795856572772,2.7286004034371594,2.376555684309095,50.6426735218509,0.4725274725274725,0.4725274725274725,0.4725274725274725,AMD,"(0, 1, 0)",c
