ticker,hit_rate,precision,recall,f1
AAPL,-0.01370378960668367,0.0007056094489544806,0.050132410448954556,0.02427927944895447
TSLA,-0.009562103630810115,0.003144521263294453,0.0380860452632944,0.02003692526329448
XOM,-0.03302716908997427,-0.014087832643693177,-0.0013671596220472537,-0.007867342030045688
SPY,-0.011176269347043688,-0.005408169513805516,0.05110611315384617,0.02311732847147152
JNJ,-0.029257475614395956,-0.012319237516212778,0.015356220428571432,0.0026669108981181022
AMD,-0.008048917953727475,0.00887256367374012,0.0450860585843294,0.022127926328467218
PG,-0.025406475259640127,-0.01129100154901963,0.015792114822085868,-0.0011856807970570538
