ticker,order,trend,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,p,d,q
AAPL,"(0, 1, 0)",c,2.7923519637158902,2.0520228950867985,1.2062452749558783,51.156812339331616,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.0,1.0,0.0
TSLA,"(0, 1, 0)",c,9.027750706134478,6.385409625403503,2.7348799136400888,52.058432934926955,0.5173333333333333,0.5187165775401069,0.5180240320427236,0.0,1.0,0.0
XOM,"(0, 1, 0)",c,1.5768550796645333,1.1921554684485178,1.2438259127508906,53.59897172236504,0.5406091370558376,0.5419847328244275,0.5412960609911055,0.0,1.0,0.0
SPY,"(0, 1, 0)",c,4.567775286359541,3.373046407429253,0.7837287277609554,50.899742930591266,0.5176767676767676,0.5176767676767676,0.5176767676767676,0.0,1.0,0.0
JNJ,"(0, 1, 0)",c,1.5601569319912731,1.124270644132025,0.7286840729174041,56.169665809768645,0.5390835579514824,0.5405405405405406,0.5398110661268556,0.0,1.0,0.0
AMD,"(0, 1, 0)",c,3.8291795856572772,2.7286004034371594,2.376555684309095,50.6426735218509,0.4725274725274725,0.4725274725274725,0.4725274725274725,0.0,1.0,0.0
PG,"(0, 1, 0)",c,1.5685126886604563,1.1208416991562304,0.7748890956297266,50.77120822622108,0.5126903553299492,0.5139949109414759,0.5133418043202033,0.0,1.0,0.0
