ticker,Sharpe,cum_return,max_drawdown
AAPL,-0.008046907826253192,-0.1830808306764906,0.898802958103051
TSLA,0.02676745241401155,1.2009250789031922,1.094101873755041
XOM,0.011059733926794992,0.31109252758012795,0.7008947863400197
SPY,0.030468518897803745,0.44462364311258895,0.3131635688914507
JNJ,0.0023153605002494727,0.03178965709931614,0.48813808648923285
AMD,0.015857452726271627,0.5905216554702166,0.9380611713987719
PG,0.013362744635071082,0.1981441086904958,0.29774919544528444
