ticker,mae,rmse,mape,hit_rate,precision,recall,f1
AAPL,1.237416990219249,1.843461849058291,1.885435380272388,0.441025641025641,0.4916666666666666,0.5566037735849056,0.5221238938053098
TSLA,7.56717764153445,9.595105072163708,4.266007182198987,0.4576923076923077,0.4899328859060403,0.5407407407407407,0.5140845070422535
XOM,1.2890066367679966,1.748191177456138,1.7377708150052846,0.5038461538461538,0.5533333333333333,0.5845070422535211,0.5684931506849316
SPY,5.9555091412550105,7.245009518542279,1.5176226173694851,0.4555984555984556,0.3813559322033898,0.4166666666666667,0.3982300884955752
JNJ,1.1516337831343555,1.6419210275204603,1.0099068531751492,0.4671052631578947,0.5269461077844312,0.5398773006134969,0.5333333333333333
AMD,0.7303297659304631,1.0765444960664348,3.560854211970124,0.4517374517374517,0.4859154929577465,0.5149253731343284,0.5
PG,0.4653365606375265,0.6354822316724825,0.7729508569551459,0.4964788732394366,0.4736842105263157,0.4921875,0.4827586206896552
