ticker,mae,rmse,mape
AAPL,17.208805131412472,18.3707265458391,13.038154741378426
TSLA,112.14923013496156,129.1314568766498,57.05402202465098
XOM,5.690875589115464,6.165366666995255,8.785439647971572
SPY,30.661759734221057,33.62720262281051,8.562584727434446
JNJ,3.075806366728518,3.0849931709026706,2.138752745851703
AMD,11.636205946074512,12.904928174476229,13.50859068390411
PG,6.003545755823231,6.301830534387108,4.782643503789291
