p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,1.5601569319912731,1.124270644132025,0.7286840729174041,56.169665809768645,0.5390835579514824,0.5405405405405406,0.5398110661268556,JNJ,"(0, 1, 0)",c
