p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,9.027750706134478,6.385409625403503,2.7348799136400888,52.058432934926955,0.5173333333333333,0.5187165775401069,0.5180240320427236,TSLA,"(0, 1, 0)",c
