date,open,high,low,close,adj_close,volume,log_return_1d
2020-07-01,72.199997,75.688667,72.033333,74.641998,74.641998,199903500,0.036213
2020-07-02,81.431999,81.866669,79.040001,80.577332,80.577332,258751500,0.076514
2020-07-03,81.431999,81.866669,79.040001,80.577332,80.577332,258751500,0.0
2020-07-06,85.112663,91.852669,84.402664,91.438667,91.438667,308548500,0.126451
2020-07-07,93.667336,95.300003,89.113998,92.657333,92.657333,322345500,0.01324
2020-07-08,93.666664,94.484001,87.422668,91.05867,91.05867,244669500,-0.017404
2020-07-09,93.132668,93.903999,90.085335,92.952003,92.952003,175764000,0.020579
2020-07-10,93.066666,103.26133,91.734001,102.976669,102.976669,350064000,0.102419
2020-07-13,110.599998,119.666,98.073997,99.804001,99.804001,584781000,-0.031294
2020-07-14,103.73333,106.0,95.400002,101.120003,101.120003,351271500,0.0131
2020-07-15,102.866669,103.333336,97.133331,103.067329,103.067329,245517000,0.019074
2020-07-16,98.477333,102.113998,97.73333,100.042664,100.042664,214512000,-0.029786
2020-07-17,100.896667,102.500664,99.333336,100.056,100.056,139950000,0.000133
2020-07-20,101.267334,110.0,99.199997,109.533333,109.533333,256821000,0.090499
2020-07-21,109.328667,111.666664,103.866669,104.557335,104.557335,241608000,-0.046493
2020-07-22,106.599998,108.428001,104.133331,106.155334,106.155334,212416500,0.015168
2020-07-23,111.93,112.599998,98.718002,100.87133,100.87133,364927500,-0.051058
2020-07-24,94.400665,97.666664,91.102669,94.466667,94.466667,290949000,-0.065599
2020-07-27,95.666664,103.195999,94.199997,102.639999,102.639999,240730500,0.082981
2020-07-28,100.26667,104.313332,98.29467,98.432671,98.432671,237130500,-0.041855
2020-07-29,100.066666,102.320663,99.133331,99.940666,99.940666,141403500,0.015204
2020-07-30,99.199997,100.882668,98.066666,99.166,99.166,114315000,-0.007781
2020-07-31,101.0,101.136665,94.732002,95.384003,95.384003,183123000,-0.038884
2020-08-03,96.613335,100.653999,96.292,99.0,99.0,132139500,0.037209
2020-08-04,99.667336,101.827332,97.466667,99.133331,99.133331,126225000,0.001346
2020-08-05,99.532669,99.989334,97.887337,99.001335,99.001335,74217000,-0.001332
2020-08-06,99.388664,101.153999,98.484001,99.305336,99.305336,89884500,0.003066
2020-08-07,99.96933,99.98333,94.334,96.847336,96.847336,133446000,-0.025063
2020-08-10,96.533333,97.166664,92.389336,94.571335,94.571335,112834500,-0.023781
2020-08-11,93.066666,94.666664,91.0,91.625999,91.625999,129387000,-0.031639
2020-08-12,98.0,105.666664,95.666664,103.650665,103.650665,327441000,0.123311
2020-08-13,107.400002,110.078667,104.484001,108.066666,108.066666,306379500,0.041722
