date,open,high,low,close,adj_close,volume,log_return_1d
2021-10-01,52.257824,53.647617,52.257824,53.594837,53.594837,24407300,0.035244
2021-10-04,53.937893,54.597603,53.612434,54.289738,54.289738,33946700,0.012882
2021-10-05,54.993427,55.15176,53.674007,54.201775,54.201775,29641600,-0.001622
2021-10-06,53.19022,53.761967,52.556896,53.207813,53.207813,25284900,-0.018508
2021-10-07,53.313366,53.726784,52.899944,53.357346,53.357346,19513600,0.002806
2021-10-08,53.876312,54.905457,53.876312,54.694351,54.694351,22186900,0.024749
2021-10-11,55.442036,55.468426,54.09623,54.149006,54.149006,22121500,-0.010021
2021-10-12,54.157799,54.51844,53.524475,53.867527,53.867527,20198600,-0.005212
2021-10-13,53.462898,53.999462,52.961517,53.717987,53.717987,14991700,-0.00278
2021-10-14,54.280937,54.729542,53.805946,54.536026,54.536026,18594500,0.015114
2021-10-15,55.178143,55.477211,54.923054,55.054996,55.054996,16092600,0.009471
2021-10-18,55.494801,55.53878,54.773518,55.028606,55.028606,18282800,-0.000479
2021-10-19,55.301292,55.952209,55.12537,55.85545,55.85545,18933200,0.014914
2021-10-20,55.318878,56.180901,55.169346,56.163307,56.163307,14305200,0.005497
2021-10-21,55.82906,55.978592,54.843891,55.14296,55.14296,16564600,-0.018335
2021-10-22,55.213333,55.609161,54.843895,55.521198,55.521198,14266800,0.006836
2021-10-25,56.048965,56.664692,55.925819,56.603119,56.603119,17939800,0.019299
2021-10-26,56.726257,58.001701,56.611912,57.913734,57.913734,25585100,0.02289
2021-10-27,57.315617,57.394775,56.277668,56.409607,56.409607,21764500,-0.026315
2021-10-28,56.136921,56.708668,55.969795,56.567928,56.567928,16626400,0.002803
2021-10-29,57.218857,57.491535,56.585533,56.708679,56.708679,23966300,0.002485
2021-11-01,57.236435,58.124844,57.192451,57.729015,57.729015,19656400,0.017833
2021-11-02,57.20126,57.570694,56.875805,57.016541,57.016541,16300000,-0.012418
2021-11-03,56.330444,56.691082,55.996189,56.233685,56.233685,17372800,-0.013825
2021-11-04,56.893387,57.078106,56.145718,56.655895,56.655895,17720100,0.00748
2021-11-05,57.218849,57.465141,56.787834,57.192455,57.192455,18565100,0.009426
2021-11-08,57.658657,58.388729,57.509117,57.808189,57.808189,17696000,0.010708
2021-11-09,57.852169,58.37994,57.447548,58.371143,58.371143,18781300,0.009691
2021-11-10,58.228512,58.522686,56.846786,57.221191,57.221191,20177200,-0.019897
2021-11-11,57.221191,57.79171,57.069641,57.328159,57.328159,13319300,0.001868
2021-11-12,57.016159,57.381653,56.677418,56.891361,56.891361,18158900,-0.007648
2021-11-15,56.837868,57.738216,56.356499,57.381649,57.381649,18849200,0.008581
2021-11-16,57.354904,58.273087,57.354904,57.961079,57.961079,17028700,0.010047
2021-11-17,57.39056,58.157192,57.212273,57.328159,57.328159,15497000,-0.01098
2021-11-18,57.194454,57.524281,56.258446,56.704163,56.704163,16948200,-0.010944
2021-11-19,55.170887,55.295689,53.851566,54.083336,54.083336,32035500,-0.047322
2021-11-22,53.771336,55.75032,53.771336,54.832142,54.832142,21994400,0.01375
2021-11-23,55.43832,56.49913,55.197632,56.276272,56.276272,21185900,0.025996
2021-11-24,55.785984,56.918102,55.785984,56.588272,56.588272,15869700,0.005529
2021-11-25,55.785984,56.918102,55.785984,56.588272,56.588272,15869700,0.0
2021-11-26,53.949627,54.751919,53.076023,54.600376,54.600376,24979600,-0.035761
2021-11-29,55.777065,56.285183,54.636032,54.903461,54.903461,18946400,0.005536
2021-11-30,53.896145,54.54689,53.182999,53.343456,53.343456,34979800,-0.028825
2021-12-01,54.288364,55.295681,53.26321,53.29887,53.29887,30630600,-0.000836
2021-12-02,53.254311,54.89455,52.719448,54.627117,54.627117,29216000,0.024615
2021-12-03,55.197624,55.473972,53.798073,54.279449,54.279449,22014700,-0.006385
2021-12-06,55.019356,55.411583,54.751923,54.894554,54.894554,19210500,0.011268
2021-12-07,55.572041,56.18713,55.358093,55.50964,55.50964,19800400,0.011143
2021-12-08,55.812725,56.329754,55.572037,55.670094,55.670094,18214400,0.002886
2021-12-09,55.313511,55.955345,55.099571,55.812717,55.812717,16910300,0.002559
2021-12-10,56.401073,56.472389,55.473984,56.1693,56.1693,17942400,0.006369
2021-12-13,55.687927,55.910786,54.689518,54.939121,54.939121,17793700,-0.022145
2021-12-14,54.609291,55.687927,54.573635,54.858894,54.858894,22551100,-0.001461
2021-12-15,54.546886,54.823231,53.494991,54.618202,54.618202,19961900,-0.004397
2021-12-16,54.769749,55.670101,54.644947,54.707348,54.707348,21187800,0.001631
2021-12-17,54.332947,54.627117,53.209736,53.512825,53.512825,44338100,-0.022077
2021-12-20,52.40744,52.817497,51.667549,52.73727,52.73727,21819300,-0.014599
2021-12-21,53.263222,54.092255,53.236481,53.931797,53.931797,19798900,0.022398
2021-12-22,53.789169,54.707344,53.459339,54.368603,54.368603,14058300,0.008067
2021-12-23,54.52906,55.126324,54.377518,54.395348,54.395348,13543300,0.000492
2021-12-24,54.52906,55.126324,54.377518,54.395348,54.395348,13543300,0.0
2021-12-27,54.315113,55.22438,53.860481,55.170891,55.170891,12593700,0.014157
2021-12-28,55.188725,55.5453,54.734093,54.992607,54.992607,12781000,-0.003237
2021-12-29,54.805405,54.912376,54.306202,54.511234,54.511234,12733600,-0.008792
2021-12-30,54.573635,54.91238,54.172489,54.190319,54.190319,11940300,-0.005905
2021-12-31,54.145748,54.796494,54.110088,54.54689,54.54689,14072000,0.006558
2022-01-03,54.591469,56.695251,54.564724,56.641769,56.641769,24282400,0.037686
2022-01-04,57.167709,59.004066,57.140965,58.772293,58.772293,38584000,0.036924
2022-01-05,59.280407,60.269901,59.262581,59.503265,59.503265,34033300,0.012361
2022-01-06,60.617554,61.045444,59.788521,60.902813,60.902813,30668500,0.023248
2022-01-07,61.0811,61.669449,60.599731,61.402016,61.402016,23985400,0.008163
2022-01-10,61.48225,61.660534,60.572983,61.036533,61.036533,22760300,-0.00597
2022-01-11,61.410919,63.648422,61.134579,63.603848,63.603848,32936100,0.041201
2022-01-12,63.416668,64.013931,62.970951,63.416668,63.416668,23045100,-0.002947
2022-01-13,63.398838,63.808895,62.676769,62.962029,62.962029,21043200,-0.007195
2022-01-14,62.97987,64.317024,62.935295,64.067421,64.067421,23012900,0.017404
2022-01-17,62.97987,64.317024,62.935295,64.067421,64.067421,23012900,0.0
2022-01-18,64.914268,65.859184,64.192207,65.146042,65.146042,32841200,0.016696
2022-01-19,65.743317,65.841377,64.673599,65.172798,65.172798,26431600,0.000411
2022-01-20,64.629021,66.296005,64.415077,65.315422,65.315422,26774600,0.002186
2022-01-21,65.235191,65.235191,63.327522,64.334839,64.334839,35995200,-0.015127
2022-01-24,63.184883,65.146042,62.231049,64.887527,64.887527,41507000,0.008554
2022-01-25,64.709244,67.071548,63.639523,66.795204,66.795204,39278400,0.028976
2022-01-26,67.240921,67.749039,65.511536,66.117714,66.117714,35252400,-0.010195
2022-01-27,67.26767,67.757957,65.95726,66.964584,66.964584,29174700,0.012727
2022-01-28,66.830856,67.410294,65.921593,67.107201,67.107201,30595700,0.002127
2022-01-31,66.830864,68.123436,66.206856,67.713379,67.713379,36085500,0.008992
2022-02-01,68.150177,72.660843,67.989716,72.054665,72.054665,61033100,0.062141
2022-02-02,71.368256,72.036827,70.557053,71.867462,71.867462,30299300,-0.002601
2022-02-03,71.394989,71.591103,70.441154,71.029503,71.029503,28529400,-0.011728
2022-02-04,72.090317,73.570099,72.090317,72.571693,72.571693,32197500,0.02148
2022-02-07,72.331009,74.060394,71.885292,73.445305,73.445305,34949200,0.011966
2022-02-08,73.338318,73.54335,71.243446,71.546539,71.546539,34356300,-0.026193
2022-02-09,71.726807,72.132393,70.942657,71.204041,71.204041,40106100,-0.004799
2022-02-10,70.951683,71.816948,70.113464,70.519051,70.519051,28527700,-0.009667
2022-02-11,70.861565,72.393799,70.510048,72.294655,72.294655,42002100,0.024867
