p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,1.5685126886604563,1.1208416991562304,0.7748890956297266,50.77120822622108,0.5126903553299492,0.5139949109414759,0.5133418043202033,PG,"(0, 1, 0)",c
