p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,4.567775286359541,3.373046407429253,0.7837287277609554,50.899742930591266,0.5176767676767676,0.5176767676767676,0.5176767676767676,SPY,"(0, 1, 0)",c
