p,d,q,RMSE,MAE,MAPE (%),HitRate (%),Precision,Recall,F1,ticker,order,trend
0.0,1.0,0.0,1.5768550796645333,1.1921554684485178,1.2438259127508906,53.59897172236504,0.5406091370558376,0.5419847328244275,0.5412960609911055,XOM,"(0, 1, 0)",c
