ticker,pearson_corr
AAPL,-0.26891551718581885
TSLA,-0.07377537476640035
XOM,0.05977666727038962
SPY,-0.24870024717385894
JNJ,-0.06622450747835515
AMD,-0.030405098798299512
PG,-0.19870201032256268
